"Pubmed Id"	"Pmc Id"	"Doi"	"Title"	"Year"	"Combinations"
"35090434"	"PMC8796337"	"10.1186/s12902-022-00940-9"	"Clinical, hormonal, and genetic characteristics of 25 Chinese patients with idiopathic hypogonadotropic hypogonadism"	"2022"	"OLI1015"
"22232210"	"PMC3266790"	"10.1172/JCI59526"	"Complete OATP1B1 and OATP1B3 deficiency causes human Rotor syndrome by interrupting conjugated bilirubin reuptake into the liver"	"2012"	"OLI1017; OLI1016"
"33300147"	"N.A."	"10.1002/jimd.12337"	"Maple syrup urine disease: Clinical outcomes, metabolic control, and genotypes in a screened population after four decades of newborn bloodspot screening in the Republic of Ireland"	"2020"	"OLI1018"
"34248839"	"PMC8264654"	"10.3389/fendo.2021.657913"	"Next-Generation Sequencing Analysis Reveals Frequent Familial Origin and Oligogenism in Congenital Hypothyroidism With Dyshormonogenesis"	"2021"	"OLI1019; OLI1020; OLI1021; OLI1022; OLI1023; "
"34161864"	"N.A."	"10.1016/j.ejmg.2021.104264"	"A case of digenic maturity onset diabetes of the young with heterozygous variants in both HNF1Α and HNF1Β genes"	"2021"	"OLI1026"
"34244600"	"N.A."	"10.1038/s10038-021-00955-5"	"Novel PRMT7 mutation in a rare case of dysmorphism and intellectual disability"	"2021"	"OLI1027"
"33793087"	"PMC8172206"	"10.1002/mgg3.1670"	"Severe brain calcification and migraine headache caused by SLC20A2 and PDGFRB heterozygous mutations in a five‐year‐old Chinese girl"	"2021"	"OLI1028"
"34095804"	"PMC8164014"	"10.1016/j.ebr.2021.100455"	"PPFIA4 mutation: A second hit in POLG related disease?"	"2021"	"OLI1029"
"34837689"	"PMC8588817"	"10.22074/cellj.2021.7208"	"PDigenic Mutations in Junctional Epidermolysis Bullosa in An Iranian Family"	"2021"	"OLI1030"
"34391192"	"N.A."	"10.1016/j.heares.2021.108329"	"Rare coding variants involving MYO7A and other genes encoding stereocilia link proteins in familial meniere disease"	"2021"	"OLI1031; OLI1032; OLI1033; OLI1034; OLI1035; "
"34803902"	"PMC8600266"	"10.3389/fendo.2021.664645"	"Targeted Next-Generation Sequencing Indicates a Frequent Oligogenic Involvement in Primary Ovarian Insufficiency Onset"	"2021"	"OLI1038; OLI1039; OLI1040; OLI1041; OLI1042; "
"33742552"	"N.A."	"10.1002/ajmg.a.62129"	"Advances in genomic diagnosis of a large cohort of Egyptian patients with disorders of sex development"	"2021"	"OLI1071; OLI766"
"34374102"	"N.A."	"10.1111/cen.14577"	"The mutation screening in candidate genes related to thyroid dysgenesis by targeted next‐generation sequencing panel in the Chinese congenital hypothyroidism"	"2021"	"OLI1072; OLI1073; OLI1074; OLI1075; OLI1076; "
"33800529"	"PMC8066997"	"10.3390/genes12040492"	"Genetic Causes of Oculocutaneous Albinism in Pakistani Population"	"2021"	"OLI1094; OLI1095; OLI1096; OLI1097; OLI1098"
"34946889"	"PMC8702217"	"10.3390/genes12121940"	"Identification and Computational Analysis of Rare Variants of Known Hearing Loss Genes Present in Five Deaf Members of a Pakistani Kindred"	"2021"	"OLI1099; OLI1100; OLI1101; OLI1102; OLI1103"
"34348883"	"N.A."	"10.1016/j.jsxm.2021.07.001"	"Genetic Profiles and Three-year Follow-up Study of Chinese Males With Congenital Hypogonadotropic Hypogonadism"	"2021"	"OLI1104; OLI1105; OLI1106; OLI1107; OLI1108; "
"21344540"	"N.A."	"10.1002/humu.21480"	"BBS genotype-phenotype assessment of a multiethnic patient cohort calls for a revision of the disease definition"	"2011"	"OLI085; OLI098; OLI1115; OLI1116; OLI1117; "
"34967012"	"N.A."	"10.1111/cge.14106"	"Di‐genic inheritance of germline POLE and PMS2 pathogenic variants causes a unique condition associated with pediatric cancer predisposition"	"2022"	"OLI1134"
"33469725"	"N.A."	"10.1007/s00439-020-02239-y"	"Genetics of agenesis/hypoplasia of the uterus and vagina: narrowing down the number of candidate genes for Mayer–Rokitansky–Küster–Hauser Syndrome"	"2021"	"OLI1135; OLI1136; OLI1137; OLI1138; OLI1139; "
"32066632"	"N.A."	"10.1136/jmedgenet-2019-106346"	"Redefinition of familial intestinal gastric cancer: clinical and genetic perspectives"	"2020"	"OLI1144"
"34691137"	"PMC8526562"	"10.3389/fgene.2021.664963"	"Multiallelic Rare Variants in BBS Genes Support an Oligogenic Ciliopathy in a Non-obese Juvenile-Onset Syndromic Diabetic Patient: A Case Report"	"2021"	"OLI1145"
"33598982"	"N.A."	"10.1002/mds.28528"	"Evidence for Non‐Mendelian Inheritance in Spastic Paraplegia 7"	"2021"	"OLI1146; OLI1147; OLI1148; OLI1149; OLI1150; "
"34045552"	"PMC8159954"	"10.1038/s41598-021-90590-z"	"Exome sequencing of early-onset patients supports genetic heterogeneity in colorectal cancer"	"2021"	"OLI1154; OLI1153"
"33973257"	"PMC8518634"	"10.1002/jimd.12394"	"Variants in the ethylmalonyl‐CoA decarboxylase (ECHDC1) gene: a novel player in ethylmalonic aciduria?"	"2021"	"OLI1157; OLI1156; OLI1155"
"34198905"	"PMC8229512"	"10.3390/genes12060868"	"Defects in GnRH Neuron Migration/Development and Hypothalamic-Pituitary Signaling Impact Clinical Variability of Kallmann Syndrome"	"2021"	"OLI1169; OLI1170; OLI1171; OLI1158; OLI1159; "
"34539567"	"PMC8446595"	"10.3389/fendo.2021.705773"	"Genetic and Phenotypic Characteristics of Congenital Hypothyroidism in a Chinese Cohort"	"2021"	"OLI1174; OLI1173; OLI1172"
"34906452"	"N.A."	"10.1016/j.gim.2021.08.003"	"Digenic inheritance of STUB1 variants and TBP polyglutamine expansions explains the incomplete penetrance of SCA17 and SCA48"	"2022"	"OLI1175; OLI1176; OLI1177; OLI1178; OLI1179; "
"34853230"	"N.A."	"10.1536/ihj.21-283"	"Case Report of Left Ventricular Noncompaction Cardiomyopathy Characterized by Undulating Phenotypes in Adult Patients"	"2021"	"OLI1211"
"34539727"	"PMC8446458"	"10.3389/fgene.2021.665174"	"Oligogenic Inheritance Underlying Incomplete Penetrance of PROKR2 Mutations in Hypogonadotropic Hypogonadism"	"2021"	"OLI1213; OLI1212"
"33642439"	"N.A."	"10.5551/jat.58909"	"A Resuscitated Case of Acute Myocardial Infarction with both Familial Hypercholesterolemia Phenotype Caused by Possibly Oligogenic Variants of the &lt;i&gt;PCSK9&lt;/i&gt; and &lt;i&gt;ABCG5&lt;/i&gt; Genes and Type I CD36 Deficiency"	"2022"	"OLI1214"
"15051636"	"N.A."	"10.1161/01.cir.0000125524.34234.13"	"Compound Mutations : A Common Cause of Severe Long-QT Syndrome"	"2004"	"OLI096; OLI1215; OLI1216; OLI1217; OLI1218; "
"12016587"	"PMC384990"	"10.1086/341031"	"BBS4 Is a Minor Contributor to Bardet-Biedl Syndrome and May Also Participate in Triallelic Inheritance"	"2002"	"OLI1228"
